quantity_id,description,artifact_file,track,geometry,system,target,split,units_scope,quota_or_budget,signal_or_policy,estimate,ci_lo,ci_hi,interval_method,n_units,n_affected,denominator,notes
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,uncertainty (deployable),-0.036934071947046475,-0.12030849734582934,0.10279856581903828,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.2|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,uncertainty (deployable),346.9451484155852,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.3,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,uncertainty (deployable),0.18797764548956894,0.032427553558409775,0.35664835703051073,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,uncertainty (deployable),-0.03739869753073859,-0.17027277892021928,0.16466811863175376,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.3|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,uncertainty (deployable),692.1455078661804,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.5,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,uncertainty (deployable),0.2568934237101951,-0.0220141381134545,0.5181054163505145,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,uncertainty (deployable),-0.10674564707931879,-0.32364242612230115,0.16801127022412246,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|uncertainty|0.5|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,uncertainty (deployable),945.8977356498573,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.1,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_cheap (deployable),0.033961064674338695,0.006214595837093,0.10106402817353856,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 801; ties in 0.001 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_cheap (deployable),-0.03157346594788983,-0.07050809201552227,0.03865464711095644,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 801; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.1|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_cheap (deployable),125.0467750858212,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 801; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.2,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_cheap (deployable),0.10063830147924166,0.01710636267228945,0.23366629159586338,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 1602; ties in 0.001 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_cheap (deployable),-0.03454761657611661,-0.12729502191939154,0.11269579865264967,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.2|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_cheap (deployable),370.55655265138853,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.3,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_cheap (deployable),0.16502159094782787,-0.004903682486093281,0.3492963869992425,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_cheap (deployable),-0.05014046106479942,-0.20370818296438442,0.15136812300658575,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.3|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_cheap (deployable),607.6198719161398,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.5,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_cheap (deployable),0.2096819063136349,-0.059977670942032844,0.5430408297127969,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_cheap (deployable),-0.13462895658475585,-0.3664264438725059,0.14660030230496646,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_cheap|0.5|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_cheap (deployable),772.061960654003,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.1,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_gt (diagnostic (needs FULL or reference)),0.0403541985485806,0.00953929568086153,0.13688677475151373,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 801; ties in 0.001 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_gt (diagnostic (needs FULL or reference)),-0.016891963412650212,-0.06678471213668788,0.08279862056245378,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 801; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.1|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,criticality_gt (diagnostic (needs FULL or reference)),148.5866959137432,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 801; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.2,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_gt (diagnostic (needs FULL or reference)),0.09689502211188918,0.03188372189886311,0.29093742168537784,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 1602; ties in 0.001 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_gt (diagnostic (needs FULL or reference)),-0.012348112332327512,-0.12032838220949037,0.17847515249049803,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.2|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,criticality_gt (diagnostic (needs FULL or reference)),356.7735627003576,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 1602; ties in 0.001 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.3,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_gt (diagnostic (needs FULL or reference)),0.1816125746969306,0.03863388395294198,0.40161935545990834,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_gt (diagnostic (needs FULL or reference)),-0.020387386073349098,-0.17412598794778253,0.2070579170147343,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.3|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,criticality_gt (diagnostic (needs FULL or reference)),668.7089170689022,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 2402; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.5,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_gt (diagnostic (needs FULL or reference)),0.2653651904437771,0.04636155035115363,0.550480848819169,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_gt (diagnostic (needs FULL or reference)),-0.07266599408319774,-0.2934449565436216,0.24280099305233258,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|criticality_gt|0.5|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,criticality_gt (diagnostic (needs FULL or reference)),977.0913133386698,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 4004; ties in 0.000 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.1,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_exact (diagnostic (needs FULL or reference)),0.08798627823763032,0.03368632129677647,0.20585182644166852,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 801; ties in 0.061 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_exact (diagnostic (needs FULL or reference)),0.030051978909142733,-0.040504935848541423,0.14823202960795517,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 801; ties in 0.061 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.1|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_exact (diagnostic (needs FULL or reference)),323.9710077091005,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 801; ties in 0.061 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.2,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),0.1868354292057413,0.06062313529512889,0.34926148986126065,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 1602; ties in 0.018 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),0.05860277795008052,-0.07709524391902303,0.23105678487043915,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 1602; ties in 0.018 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.2|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),687.9397957039502,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 1602; ties in 0.018 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.3,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),0.2602312628712294,0.09621719082290045,0.4626883960525785,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 2402; ties in 0.345 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),0.0662934133014103,-0.11212396907861408,0.28433675827686034,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 2402; ties in 0.345 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.3|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),958.1878692733146,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 2402; ties in 0.345 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.5,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),0.4593004134093822,0.30034412376746805,0.606950803756416,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 4004; ties in 0.230 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),0.11107758663127346,-0.02262372797381185,0.24113296299882397,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 4004; ties in 0.230 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_exact|0.5|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),1691.172995993421,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 4004; ties in 0.230 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.1,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.08798627823763032,0.03368632129677647,0.20585182644166852,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 801; ties in 0.061 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.030051978909142733,-0.040504935848541423,0.14823202960795517,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 801; ties in 0.061 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.1|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),323.9710077091005,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 801; ties in 0.061 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.2,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.1868354292057413,0.06062313529512889,0.34926148986126065,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 1602; ties in 0.018 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.05860277795008052,-0.07709524391902303,0.23105678487043915,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 1602; ties in 0.018 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.2|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),687.9397957039502,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 1602; ties in 0.018 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.3,nDG,benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.2602312628712294,0.09621719082290045,0.4626883960525785,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",21,,oracle prize at the same quota,k = 2402; ties in 0.345 of the selection boot_dropped 6
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.0662934133014103,-0.11212396907861408,0.28433675827686034,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",21,,oracle prize at the same quota,k = 2402; ties in 0.345 of the selection
ndg|benchmark_table|KITTI mono traj JB|all|dE_E1_fn_only|0.3|gain,realised gain (loss units),benchmark_table.csv,KITTI,mono,traj,q_traj: rollout trajectory controller loss (Planner B),all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),958.1878692733146,,,none (a count or a point value),21,,none (loss units),oracle prize 3682.06. k = 2402; ties in 0.345 of the selection
